source,target,bleed_genes
Cephalic mesoderm,Neural crest,"['ackr3b', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'apoc1', 'arf5', 'arhgap5', 'arl4aa', 'arl4ab', 'arl4d', 'atf6', 'bach1b', 'bmp4', 'bmp7a', 'cbx5', 'ccnf', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh2', 'cdt1', 'chaf1a', 'chst11', 'clic4', 'creb3l1', 'csrp1a', 'cux1a', 'cxcr4a', 'dbx1a', 'drll.2', 'drll.3', 'ednraa', 'elf1', 'emx2', 'erf', 'etv4', 'etv5a', 'f11r.1', 'fgf8a', 'flrt3', 'foxi1', 'foxp2', 'fzd7a', 'fzd7b', 'gata2a', 'gata3', 'gbx1', 'gli2a', 'gsc', 'h1-0', 'hdlbpa', 'her6', 'her7', 'hivep2a', 'hoxb1b', 'hoxc8a', 'irx1b', 'irx3a', 'irx7', 'itgb5', 'jcada', 'kazald2', 'kirrel3l', 'klf17', 'klf2a', 'klf8', 'krt18a.1', 'krt8', 'lamb1a', 'lamc1', 'lft1', 'mab21l2', 'meis3', 'mns1', 'msgn1', 'myf5', 'myod1', 'ncapd2', 'ndr2', 'nkx2.2a', 'noto', 'nr2f2', 'otx1', 'otx2a', 'otx2b', 'pax2a', 'pbx4', 'pitx2', 'ptp4a2b', 'raraa', 'rhov', 'rxrgb', 'sall1a', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'smtnl', 'sox11a', 'srrm4', 'stmn1a', 'szl', 'tbx16l', 'tbx3b', 'tbxta', 'tcf3b', 'tcf7l1a', 'tlcd5a', 'tpx2', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'ved', 'vent', 'vrtn', 'wnt8a', 'xbp1', 'zbtb18', 'zgc:174154', 'zic2a']"
Cephalic mesoderm,Non-neural ectoderm,"['C7H16orf87', 'acvr1ba', 'adka', 'ahi1', 'akap12b', 'aplnrb', 'arf5', 'arhgap5', 'arl4aa', 'arl6ip5a', 'atf6', 'bach1b', 'baz1b', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdca8', 'cdt1', 'chaf1a', 'chst11', 'clic4', 'creb3l2', 'csrp1a', 'ctcf', 'cux1a', 'dkc1', 'dlgap5', 'drll.2', 'drll.3', 'ednraa', 'efna1a', 'efnb2b', 'etv5b', 'fbln2', 'fgf8a', 'fn1a', 'fn1b', 'foxa3', 'foxd3', 'foxn2b', 'foxo1a', 'fzd7b', 'gata6', 'gbx1', 'gsc', 'hdlbpa', 'her3', 'her5', 'her7', 'her9', 'hivep2a', 'id3', 'irx3a', 'jcada', 'kazald2', 'klf8', 'lamb1a', 'lamc1', 'lft1', 'lhfpl6', 'lima1a', 'lmo2', 'mab21l2', 'map2k6', 'mibp2', 'mns1', 'myf5', 'nap1l1', 'nasp', 'ncapd2', 'ndr2', 'nop58', 'noto', 'nr6a1a', 'nsd2', 'olig4', 'pbx4', 'pcdh8', 'pdap1a', 'plagl2', 'prickle1b', 'prmt1', 'rbbp4', 'rbmx', 'rcc1', 'rnd1b', 'rpl19', 'rpl4', 'rplp2l', 'rrbp1b', 'rx3', 'rxrgb', 'sall3b', 'shha', 'si:ch211-106e7.2', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'six4b', 'snai1a', 'sox10', 'sp8b', 'srrm4', 'stmn1a', 'supt16h', 'tbx3b', 'tcf3b', 'tcf7l1a', 'tcf7l2', 'tdgf1', 'tead1a', 'tmed10', 'tpx2', 'tram1', 'trps1', 'tshz3b', 'twist2', 'uhrf1', 'unga', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb2a', 'zeb2b', 'znf576.2', 'zswim5']"
Cephalic mesoderm,Notochord,"['adka', 'ahi1', 'akap12b', 'aldob', 'anp32e', 'aplnrb', 'arhgap5', 'arl6ip5a', 'atp2b1a', 'bambia', 'baz1b', 'bcl2l1', 'bhlha15', 'bmp7a', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'cfl1l', 'chaf1a', 'chst11', 'crabp2b', 'csrp1a', 'ctcf', 'dact2', 'dnmt3bb.2', 'drll.3', 'egln1b', 'elf1', 'emx3', 'ephb3a', 'eppk1', 'erf', 'fezf2', 'foxb1a', 'foxh1', 'foxo1a', 'foxp1b', 'fzd7b', 'gata3', 'gbx1', 'gfi1aa', 'gli1', 'gmnn', 'grhl2b', 'gsc', 'her5', 'her8a', 'her9', 'hivep2a', 'hoxb1b', 'id3', 'klf2a', 'klf2b', 'klf7a', 'klf8', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lgals3b', 'map2k6', 'meis1b', 'meis2a', 'mibp2', 'nasp', 'ncapd2', 'nkx2.2a', 'nog1', 'nop58', 'nr6a1a', 'nrarpa', 'nsd2', 'olig4', 'pax6a', 'pax6b', 'plagl2', 'pold3', 'ptp4a2b', 'raraa', 'rasgef1ba', 'rbmx', 'rcc1', 'rfx2', 'rhov', 'rpl19', 'rpl4', 'rplp2l', 'rxraa', 'rxrgb', 'sdc4', 'si:ch211-113a14.12', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six7', 'smtnl', 'snai1a', 'sox10', 'sox11a', 'sox13', 'sp8b', 'srrm4', 'stmn1a', 'supt16h', 'szl', 'tcf3b', 'tcf7l1b', 'tcf7l2', 'tead1a', 'tgif1', 'tshz3b', 'uhrf1', 'unga', 'vrtn', 'zbtb18', 'zc4h2', 'zgc:174154', 'znf576.2', 'zswim5']"
Cephalic mesoderm,Optic cup,"['C7H16orf87', 'acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'apoc1', 'arf5', 'arl4aa', 'arl4d', 'arl6ip5a', 'bambia', 'bhlha15', 'bmp4', 'btg2', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'cdx4', 'chst11', 'crabp2b', 'csrp1a', 'cux1a', 'dlx3b', 'drll.2', 'drll.3', 'ednraa', 'elob', 'etv5a', 'f11r.1', 'fbln2', 'fgf8a', 'foxd5', 'foxp2', 'fzd7a', 'fzd7b', 'gli1', 'gsc', 'h1-0', 'hdlbpa', 'her5', 'hivep2a', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'irx3a', 'ism1', 'itgb5', 'jcada', 'klf17', 'klf2a', 'lgals3b', 'mns1', 'msgn1', 'myf5', 'myod1', 'ndr2', 'notch1a', 'oclna', 'otx2a', 'pbx4', 'pitx2', 'ptp4a2b', 'rreb1a', 'sdc4', 'shha', 'skia', 'smtnl', 'sox11a', 'sox11b', 'sp5l', 'sp8b', 'srrm4', 'stmn1a', 'szl', 'tbx16l', 'tbx3b', 'tbxta', 'tcf3b', 'tcf7', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tfap2c', 'tlcd5a', 'tpx2', 'tram1', 'unc5b', 'ved', 'vrtn', 'wnt8a', 'zgc:174154', 'zic2a', 'zic3', 'znfl2a', 'zswim5']"
Cephalic mesoderm,Periderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'anp32e', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'aspm', 'atf6', 'atp2b1a', 'baz1b', 'bmp2b', 'btg2', 'c1qbp', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdkn1ca', 'chaf1a', 'chst11', 'creb3l2', 'ctcf', 'dkc1', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dync1li1', 'ednraa', 'efnb2a', 'efnb2b', 'elavl3', 'erf', 'etv5a', 'fgf8a', 'foxd3', 'foxd5', 'foxi1', 'fzd7a', 'fzd7b', 'gmnn', 'gsc', 'hdlbpa', 'her12', 'her3', 'her5', 'her6', 'her7', 'her8a', 'her9', 'hoxb1b', 'hoxb7a', 'hoxb8a', 'hoxc8a', 'hsp90aa1.2', 'irx3a', 'itga6a', 'itm2cb', 'jcada', 'kazald2', 'klf8', 'lamc1', 'lft1', 'lhx5', 'lima1a', 'mab21l2', 'map2k6', 'mibp2', 'mycn', 'myf5', 'nasp', 'ncapd2', 'ndr2', 'nop58', 'notch1a', 'noto', 'nr6a1a', 'olig4', 'otx2a', 'pax3a', 'pax6a', 'pax6b', 'pdap1a', 'pitx2', 'pold3', 'prdm1a', 'prickle1b', 'prmt1', 'ptp4a2b', 'rab11fip4a', 'raraa', 'rbmx', 'rcc1', 'rfx2', 'rnd1b', 'rpl19', 'rpl4', 'rplp2l', 'rrbp1b', 'sall1a', 'shha', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:dkey-261m9.12', 'six3b', 'six4b', 'six7', 'skia', 'smtnl', 'snai1a', 'sox10', 'sox11b', 'sox19a', 'sox2', 'sox3', 'sp5l', 'sp8b', 'srrm4', 'stmn1a', 'supt16h', 'tbx16l', 'tbx3b', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tcf7l2', 'tdgf1', 'tead1a', 'tmed10', 'tpx2', 'tram1', 'trps1', 'tuba1a', 'unga', 'vrtn', 'wnt8a', 'xbp1', 'zbtb18', 'zeb1a', 'zeb2a', 'zeb2b', 'zgc:174154', 'zic2b', 'zic3', 'znf576.2', 'zswim5']"
Cephalic mesoderm,Placode lens,"['C7H16orf87', 'ackr3b', 'admp', 'ahi1', 'akap12b', 'anp32e', 'aplnra', 'aplnrb', 'apoc1', 'arf5', 'arhgap5', 'arl4aa', 'arl4d', 'arl6ip5a', 'aspm', 'atf6', 'bach1b', 'bmp4', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh2', 'cdt1', 'chrd', 'chst11', 'creb3l1', 'creb3l2', 'dlgap5', 'drll.2', 'drll.3', 'ednraa', 'efna1a', 'epha2a', 'erf', 'esrra', 'etv5a', 'eve1', 'foxa', 'foxa3', 'foxd3', 'foxn2b', 'foxo1a', 'foxp2', 'fscn1a', 'fzd7a', 'fzd7b', 'gfi1aa', 'gmnn', 'hdlbpa', 'her3', 'her5', 'her7', 'hivep2a', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc8a', 'hsp90aa1.2', 'id3', 'ism1', 'itgb5', 'jcada', 'kazald2', 'klf3', 'klf8', 'lef1', 'lhfpl6', 'lmo2', 'map2k6', 'mns1', 'msgn1', 'mycn', 'myf5', 'ncapd2', 'ndr2', 'nop58', 'nr2f2', 'nr6a1a', 'olig4', 'otx2b', 'pbx4', 'pcdh8', 'plagl2', 'prmt1', 'ptp4a2b', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'rnd1b', 'rpl38', 'rxrgb', 'sdc4', 'shha', 'si:ch211-106e7.2', 'six4a', 'skia', 'smtnl', 'sox10', 'sox11a', 'sox11b', 'sp5l', 'srrm4', 'stmn1a', 'supt16h', 'szl', 'tbx16l', 'tbx3b', 'tbx6', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7l1b', 'tcf7l2', 'tdgf1', 'tead1a', 'tgif1', 'tlcd5a', 'tmed10', 'tpx2', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'unga', 'vrtn', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb2a', 'zeb2b', 'zgc:174154', 'znfl2a', 'zswim5']"
Cephalic mesoderm,Placode otic,"['acvr1ba', 'admp', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'arl6ip5a', 'atf6', 'axin2', 'bcl2l1', 'bmp2b', 'ccnf', 'cd63', 'cdc14b', 'cdca8', 'cdh2', 'chst11', 'csrp1a', 'dkc1', 'drll.2', 'drll.3', 'ednraa', 'efnb2a', 'erf', 'fbln2', 'fgf8a', 'fn1a', 'foxa', 'foxd3', 'foxn2b', 'foxo1a', 'foxp1b', 'foxp2', 'fscn1a', 'fzd7b', 'gli2a', 'gsc', 'hdlbpa', 'her3', 'her5', 'hivep2a', 'hoxb7a', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'irx3a', 'irx5a', 'irx7', 'ism1', 'itm2cb', 'jcada', 'klf3', 'krt18a.1', 'lamb1a', 'lef1', 'lft1', 'lgals3b', 'lima1a', 'lmo4a', 'meis1b', 'mych', 'myclb', 'mycn', 'myf5', 'ncapd2', 'ndr2', 'nkx2.2a', 'nop58', 'noto', 'nr6a1a', 'olig4', 'pbx4', 'pcdh8', 'pitx2', 'ptp4a2b', 'rbmx', 'rhov', 'rpl38', 'rxrgb', 'sall1a', 'sdc4', 'shha', 'si:ch211-106e7.2', 'smtnl', 'sp5l', 'tbx1', 'tbx16l', 'tbxta', 'tbxtb', 'tcf3b', 'tdgf1', 'tgif1', 'tpx2', 'tram1', 'trps1', 'tuba1a', 'tuba8l2', 'twist2', 'ved', 'vent', 'zeb1a', 'zeb2b']"
Cephalic mesoderm,Posterior lateral plate mesoderm,"['C7H16orf87', 'acvr1ba', 'admp', 'ahi1', 'akap12b', 'aldob', 'aplnrb', 'arl4aa', 'arl4ab', 'arl6ip5a', 'aspm', 'atf6', 'bmp2b', 'btg2', 'cbx3a', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdt1', 'chst11', 'clic4', 'creb3l2', 'csrp1a', 'cxcr4a', 'dact2', 'dkc1', 'dlx3b', 'drll.2', 'efna1a', 'efnb2b', 'emx3', 'epcam', 'epha2a', 'ets2', 'fbln2', 'fgf8a', 'fn1a', 'foxa3', 'foxd3', 'foxo1a', 'fzd7a', 'fzd7b', 'gata3', 'gli2a', 'gmnn', 'grhl1', 'gsc', 'hdlbpa', 'her1', 'her5', 'her6', 'her8a', 'her9', 'hivep2a', 'hsp90aa1.2', 'id3', 'itga6a', 'itgb5', 'kazald2', 'klf17', 'klf2a', 'klf2b', 'klf7a', 'klf8', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lft1', 'lhfpl6', 'lmo4a', 'lratd1', 'meis1b', 'meis2a', 'mibp2', 'msgn1', 'myf5', 'nap1l1', 'ncapd2', 'ndr2', 'nkx2.2a', 'nop58', 'nr6a1a', 'nsd2', 'oclna', 'pax6a', 'pbx4', 'pmp22b', 'pold3', 'prdm1a', 'prmt1', 'rasl11b', 'rbbp4', 'rbmx', 'rcc1', 'rhov', 'rpl38', 'rplp2l', 'rrbp1b', 'rx3', 'rxrgb', 'sdc4', 'shha', 'skia', 'smtnl', 'snai1a', 'sp8b', 'supt16h', 'tagln2', 'tbx3b', 'tcf7l1b', 'tcf7l2', 'tead1a', 'tgif1', 'tlcd5a', 'tmed10', 'tram1', 'twist2', 'uhrf1', 'unc5b', 'vrtn', 'xbp1', 'zbtb18', 'zeb1a', 'zeb2b', 'zgc:174154', 'znf185']"
Cephalic mesoderm,Prechordal plate early,"['acvr1ba', 'adka', 'admp', 'anp32e', 'aplnrb', 'arl4aa', 'arl4ab', 'bcl2l1', 'cbx5', 'cdc42ep4a', 'cdca8', 'cdx1a', 'cdx4', 'cfl1l', 'chaf1a', 'chrd', 'chst11', 'crabp2b', 'creb3l1', 'ctcf', 'cux1a', 'cxcr4a', 'dbx1a', 'dkk1b', 'dlx3b', 'drll.2', 'ednraa', 'emx2', 'emx3', 'etv5b', 'foxd3', 'foxd5', 'foxi1', 'fzd7b', 'gata2a', 'gata3', 'her1', 'her5', 'hivep2a', 'hoxb8a', 'hoxc3a', 'hoxc6a', 'hoxc8a', 'ism1', 'itga6a', 'itm2cb', 'jcada', 'kazald2', 'klf2a', 'klf7a', 'lamb1a', 'lhx5', 'mab21l2', 'mibp2', 'mns1', 'msx3', 'myf5', 'myod1', 'nrarpa', 'ntd5', 'otx2b', 'pax6b', 'pcdh10b', 'pmp22b', 'prmt1', 'rab11fip4a', 'rcc1', 'rhov', 'sall3b', 'sdc4', 'si:ch211-113a14.12', 'six4b', 'sox13', 'sox2', 'sp5l', 'spon1b', 'stmn1a', 'szl', 'tbx16l', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tfap2a', 'tfap2c', 'tpx2', 'ved', 'vgll4l', 'wnt8a', 'zc4h2', 'zeb2a', 'zeb2b', 'zfand5a', 'znf576.2']"
Cephalic mesoderm,Somites,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'ahi1', 'aplnrb', 'arf5', 'arhgap5', 'arl4ab', 'aspm', 'axin2', 'bach1b', 'baz1b', 'bcl2l1', 'bmp4', 'bmp7a', 'cbx3a', 'cbx5', 'ccnf', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh6', 'cdt1', 'cfl1l', 'chaf1a', 'chst11', 'creb3l1', 'creb3l2', 'csrp1a', 'ctcf', 'cux1a', 'dact2', 'dlgap5', 'dnmt3bb.2', 'dync1li1', 'elavl3', 'elf1', 'emx2', 'epcam', 'ephb3a', 'ets2', 'etv4', 'f11r.1', 'fbln2', 'fezf2', 'fgf8a', 'fn1a', 'foxa', 'foxa3', 'foxc1a', 'foxc1b', 'foxd3', 'foxg1a', 'foxi1', 'foxp2', 'fzd7a', 'fzd7b', 'gata3', 'gmnn', 'grhl1', 'grhl2b', 'hdlbpa', 'her3', 'her6', 'her8a', 'hoxb1b', 'irx3a', 'itgb5', 'klf17', 'klf2a', 'klf2b', 'klf7a', 'klf8', 'lamb1a', 'lamc1', 'lft1', 'lgals3b', 'lmo2', 'lmo4a', 'mab21l2', 'map2k6', 'meis2a', 'meis3', 'mibp2', 'mns1', 'nap1l1', 'nasp', 'ncapd2', 'ndr2', 'nr6a1a', 'nsd2', 'olig4', 'pax2a', 'pax6b', 'pbx1b', 'pbx4', 'pcdh10b', 'pdap1a', 'perp', 'plagl2', 'pmp22b', 'pold3', 'prmt1', 'prox1a', 'ptp4a2b', 'rab11fip4a', 'rasgef1ba', 'rasl11b', 'rbbp4', 'rbmx', 'rfx2', 'rxrgb', 'sall1a', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'sox10', 'sox19a', 'sox2', 'spon1b', 'srrm4', 'stmn1a', 'stox1', 'supt16h', 'szl', 'tbx3b', 'tbxtb', 'tcf7l1a', 'tcf7l1b', 'tcf7l2', 'tdgf1', 'tfap2a', 'tgif1', 'tmed10', 'tp63', 'tpx2', 'tram1', 'uhrf1', 'unga', 'wnt11f2', 'zeb1a', 'zeb2a', 'zeb2b', 'zgc:174154', 'zic2b', 'znf185', 'znf576.2', 'znfl2a', 'zswim5']"
Cephalic mesoderm,Spinal cord differentiating,"['C7H16orf87', 'acvr1ba', 'admp', 'ahi1', 'akap12b', 'aplnrb', 'apoc1', 'arf5', 'arhgap5', 'arl4aa', 'arl4ab', 'aspm', 'atf6', 'bambia', 'baz1b', 'cbx3a', 'cbx5', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdca8', 'cdh6', 'cdt1', 'cfl1l', 'chaf1a', 'creb3l1', 'csrp1a', 'cux1a', 'dact2', 'dkc1', 'dlgap5', 'dlx3b', 'dmd', 'drll.2', 'ednraa', 'efemp2b', 'efna1a', 'elf1', 'epcam', 'ephb3a', 'etv4', 'etv5a', 'f11r.1', 'fbln2', 'fgf8a', 'fn1b', 'foxa3', 'foxd3', 'foxn2b', 'foxp2', 'fscn1a', 'fzd7a', 'fzd7b', 'gata3', 'gbx1', 'gfi1aa', 'gli1', 'gli2a', 'gmnn', 'grhl1', 'gsc', 'h1-0', 'hdlbpa', 'her5', 'her6', 'her9', 'hivep2a', 'irx1b', 'irx3a', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'kazald2', 'klf17', 'klf2a', 'klf2b', 'klf3', 'klf8', 'krt18a.1', 'krt8', 'lef1', 'lgals3b', 'lhfpl6', 'lmo2', 'mab21l2', 'map2k6', 'myf5', 'ncapd2', 'ndr2', 'noto', 'nr2f2', 'ntd5', 'otx1', 'otx2a', 'pbx4', 'pitx2', 'plagl2', 'pmp22b', 'pold3', 'prdm1a', 'prickle1b', 'prox1a', 'ptp4a2b', 'rasgef1ba', 'rbmx', 'rreb1a', 'sall3b', 'si:ch211-113a14.12', 'si:ch211-113a14.18', 'skia', 'smtnl', 'sox5', 'spon1b', 'stmn1a', 'szl', 'tbx16', 'tbx16l', 'tbx3b', 'tbxtb', 'tcf7l1a', 'tdgf1', 'tfap2a', 'tfap2c', 'tgif1', 'tmed10', 'tp63', 'tram1', 'tuba8l2', 'twist2', 'uhrf1', 'unga', 'ved', 'wnt8a', 'xbp1', 'zeb1a', 'zic2a', 'znf576.2']"
Definitive endoderm late,Cephalic mesoderm,"['C7H16orf87', 'ackr3b', 'acvr1ba', 'akap12b', 'aldob', 'arl4ab', 'atp2b1a', 'axin2', 'bambia', 'bcl2l1', 'bmp4', 'bmp7a', 'cdc42ep4a', 'cdh1', 'cdh2', 'cdkn1ca', 'cfl1l', 'cnn3a', 'crabp2b', 'cux1a', 'dmd', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'ednraa', 'efna1a', 'efnb2a', 'elavl3', 'emx2', 'epcam', 'eppk1', 'esrra', 'ets2', 'etv4', 'etv5a', 'etv5b', 'eve1', 'fbln2', 'foxb1a', 'foxb1b', 'foxg1a', 'foxh1', 'foxi1', 'foxo1a', 'fzd8a', 'gata2a', 'gata3', 'gata5', 'gbx1', 'gfi1aa', 'h1-0', 'her3', 'her5', 'her6', 'her9', 'hoxb1b', 'hoxb8a', 'id3', 'irx3a', 'itga6a', 'itm2cb', 'kdrl', 'klf17', 'klf2a', 'klf2b', 'klf3', 'klf7a', 'klf8', 'krt4', 'krt8', 'lamc1', 'lamp2', 'lef1', 'lft1', 'lhx5', 'lima1a', 'lratd1', 'mef2d', 'meis1b', 'mns1', 'msx3', 'ndr2', 'nkx2.2a', 'notch1a', 'oclna', 'pax2a', 'pax6a', 'perp', 'prox1a', 'rab11fip4a', 'rasl11b', 'rfx2', 'rreb1a', 'rx3', 'rxraa', 'rxrgb', 'sall1a', 'sdc4', 'si:ch211-106e7.2', 'snai2', 'sox11b', 'sox13', 'sp8b', 'szl', 'tcf7', 'tead1a', 'tgif1', 'tp63', 'tshz3b', 'twist2', 'unc5b', 'ved', 'vent', 'vgll4l', 'wnt11f2', 'wnt8a', 'zeb2b', 'zfand5a', 'znf185', 'znfl2a', 'zswim5']"
Definitive endoderm late,Epidermal ectoderm,"['C7H16orf87', 'acvr1ba', 'ahi1', 'akap12b', 'aldob', 'aplnrb', 'arf5', 'arhgap5', 'arl4aa', 'arl4ab', 'arl4d', 'aspm', 'atf6', 'atp2b1a', 'bach1b', 'bhlha15', 'cbx3a', 'ccnf', 'cd63', 'cdc14b', 'cdc42ep4a', 'cdkn1ca', 'cdt1', 'chst11', 'cux1a', 'cxcr4a', 'dbx1a', 'dlgap5', 'dmd', 'dnmt3bb.2', 'drll.3', 'dync1li1', 'ednraa', 'efnb2a', 'esrra', 'etv5b', 'eve1', 'f11r.1', 'flrt3', 'foxb1b', 'foxd3', 'foxh1', 'foxp1b', 'fscn1a', 'fzd7a', 'fzd7b', 'fzd8a', 'gfi1aa', 'gmnn', 'grhl2b', 'gsc', 'her3', 'her5', 'her9', 'hoxb8a', 'hoxb9a', 'hoxc3a', 'hoxc6a', 'id3', 'irx3a', 'irx5a', 'irx7', 'itm2cb', 'kdrl', 'kirrel3l', 'klf3', 'klf8', 'krt18a.1', 'lamc1', 'lbx2', 'lft1', 'lhfpl6', 'lhx1a', 'lhx5', 'lmo2', 'lmo4a', 'lratd1', 'meis1b', 'meis2a', 'mns1', 'ncapd2', 'ndr2', 'nog1', 'nrarpa', 'nsd2', 'otx1', 'otx2b', 'pax2a', 'pax6a', 'pbx1b', 'pdap1a', 'pitx2', 'plagl2', 'pmp22b', 'prdm1a', 'prmt1', 'prox1a', 'rfx2', 'ripply1', 'rnd1b', 'rx3', 'rxrgb', 'sall1a', 'shha', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'six4b', 'skia', 'sox11b', 'sox13', 'sp5l', 'sp8b', 'stmn1a', 'stox1', 'tbx3b', 'tcf3b', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tlcd5a', 'tuba8l2', 'twist2', 'uhrf1', 'uncx4.1', 'wnt11f2', 'wnt8a', 'zbtb18', 'zc4h2', 'zeb1a', 'zeb2a', 'zeb2b', 'zfand5a', 'zic2b', 'zic3', 'znf576.2', 'zswim5']"
Definitive endoderm late,Forebrain ventral,"['ackr3b', 'acvr1ba', 'akap12b', 'aplnra', 'aplnrb', 'arhgap5', 'arl4aa', 'arl4ab', 'arl4d', 'atf6', 'axin2', 'bach1b', 'bambia', 'bmp4', 'bmp7a', 'cd63', 'cdc42ep4a', 'cfl1l', 'crabp2b', 'creb3l1', 'creb3l2', 'cux1a', 'dkk1b', 'dlx3b', 'drll.2', 'epcam', 'esrra', 'etv5b', 'eve1', 'fbln2', 'flrt3', 'foxa', 'foxa2', 'foxi1', 'foxo1a', 'fzd7a', 'fzd7b', 'gli1', 'gli2a', 'gsc', 'hdlbpa', 'her6', 'her7', 'hivep2a', 'hoxb8a', 'id3', 'irx1b', 'irx7', 'itgb5', 'itm2cb', 'jcada', 'kdrl', 'kirrel3l', 'klf17', 'klf2a', 'klf3', 'klf7a', 'klf8', 'krt4', 'lamb1a', 'lamc1', 'lgals3b', 'lhfpl6', 'lhx1a', 'lmo2', 'lmo4a', 'lratd1', 'msx3', 'myf5', 'ntd5', 'oclna', 'olig4', 'pbx1b', 'pcdh10b', 'pcdh8', 'perp', 'pmp22b', 'ptp4a2b', 'rasgef1ba', 'ripply1', 'rreb1a', 'si:ch211-106e7.2', 'smtnl', 'sox3', 'sp5l', 'sp8b', 'szl', 'tbx3b', 'tbxta', 'tgif1', 'tp63', 'tram1', 'tshz3b', 'twist2', 'uncx4.1', 'ved', 'vent', 'vgll4l', 'xbp1', 'znf185']"
