source,target,bleed_genes
Ectoderm ventral posterior,Ectoderm dorsal anterior,"['ackr3b', 'acvr1ba', 'anp32e', 'aplnra', 'arl4aa', 'arl4ab', 'arl4d', 'cdc14b', 'cdh1', 'cdkn1ca', 'creb3l1', 'cxcr4a', 'ddx4', 'dkk1b', 'dlx3b', 'drll.2', 'drll.3', 'elf1', 'erf', 'esrra', 'ets2', 'etv5b', 'flrt3', 'fn1b', 'foxa', 'foxa2', 'foxa3', 'foxc1b', 'foxi1', 'foxn2b', 'gata2a', 'helb', 'id3', 'itm2cb', 'jcada', 'kirrel3l', 'klf2b', 'krt18a.1', 'lamc1', 'lbx2', 'lft1', 'lft2', 'lhx1a', 'meox1', 'mixl1', 'myf5', 'ndr2', 'notch1a', 'ntd5', 'osr1', 'pcdh10b', 'pcdh8', 'rab11fip4a', 'rfx2', 'rhov', 'rnd1b', 'rreb1a', 'shha', 'six4a', 'skilb', 'snai1a', 'sox17', 'sox5', 'sp8b', 'stox1', 'tagln2', 'tbx6', 'tcf3b', 'tfap2c', 'tgif1', 'tp63', 'tshz3b', 'tuba1a', 'tuba8l2', 'uncx4.1', 'vrtn', 'ypel3', 'zeb2b']"
Ectoderm ventral posterior,Ectoderm dorsal posterior,"['ackr3b', 'add3b', 'anp32e', 'aplnra', 'arl4aa', 'axin2', 'c1qbp', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'crabp2b', 'creb3l1', 'dact2', 'ddx4', 'dkk1b', 'drll.2', 'drll.3', 'ednraa', 'elf1', 'eppk1', 'erf', 'esrra', 'ets2', 'etv4', 'fgf8a', 'flrt3', 'fn1a', 'fn1b', 'foxc1a', 'foxc1b', 'foxh1', 'foxn2b', 'gata5', 'gata6', 'gbx1', 'helb', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'kirrel3l', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamc1', 'lhfpl6', 'lhx1a', 'meis1b', 'mespab', 'mixl1', 'msgn1', 'mych', 'ndr2', 'notch1a', 'nrarpa', 'osr1', 'pcdh10b', 'pcdh8', 'perp', 'plekhg5b', 'prdm1a', 'rab11fip4a', 'rasgef1ba', 'rasl11b', 'rhov', 'rnd1b', 'sall3b', 'sox13', 'sox5', 'stox1', 'tagln2', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tshz3b', 'tuba8l2', 'unc5b', 'vgll4l', 'vrtn', 'xbp1', 'znf185']"
Ectoderm ventral posterior,Ectoderm ventral anterior,"['acvr1ba', 'anp32e', 'aplnra', 'arl4ab', 'arl4d', 'axin2', 'bmp4', 'cdc14b', 'cdh2', 'clic4', 'ddx4', 'dkk1b', 'drll.2', 'drll.3', 'efemp2b', 'efnb2b', 'ephb3a', 'esrra', 'ets2', 'etv5b', 'fn1b', 'fnbp1l', 'foxa2', 'foxa3', 'foxc1b', 'fscn1a', 'grhl1', 'helb', 'her5', 'ism1', 'itm2cb', 'jcada', 'kirrel3l', 'klf3', 'krt18a.1', 'krt4', 'lamb1a', 'lamc1', 'lbx2', 'lft1', 'lft2', 'lhx1a', 'meox1', 'mixl1', 'msx1b', 'myf5', 'ndr2', 'notch1a', 'ntd5', 'osr1', 'pcdh10b', 'pcdh8', 'perp', 'pknox1.1', 'rab11fip4a', 'rfx2', 'shha', 'si:ch211-106e7.2', 'six4a', 'skilb', 'snai1a', 'sox13', 'sox5', 'szl', 'tcf3b', 'tdgf1', 'tgif1', 'tshz3b', 'tuba8l2', 'unc5b', 'uncx4.1', 'ved', 'vent', 'vrtn', 'zc4h2', 'zeb1b', 'znfl2a']"
Ectoderm ventral posterior,Mesoderm caudal,"['add3b', 'ahi1', 'aldob', 'anp32e', 'arl4ab', 'atf6', 'atp2b1a', 'axin2', 'bach1b', 'bambia', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cdc14b', 'cdh1', 'cdkn1ca', 'cdx1a', 'cdx4', 'creb3l2', 'cxcr4a', 'dbx1a', 'dnmt3bb.2', 'dynll1', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fezf2', 'fnbp1l', 'foxb1a', 'foxd3', 'foxd5', 'foxn2b', 'foxp1b', 'foxp2', 'fzd8a', 'gli2a', 'grhl1', 'grhl2b', 'her5', 'irx1b', 'kazald2', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'lamb1a', 'lamp2', 'lef1', 'lft2', 'lhx5', 'lima1a', 'map2k6', 'meox1', 'mns1', 'mycla', 'mycn', 'nasp', 'nrarpa', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'perp', 'plekhg5b', 'ppan', 'rab11fip4a', 'raraa', 'rasgef1ba', 'rasl11b', 'rbbp4', 'rcc1', 'rfx2', 'rrbp1b', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six4b', 'six7', 'skia', 'sox11b', 'sox17', 'sp5l', 'stox1', 'szl', 'tagln2', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tp63', 'tram1', 'tuba1a', 'uhrf1', 'ved', 'vgll4l', 'zc4h2', 'zeb1a', 'zeb2b', 'zic3', 'znf185', 'znfl2a']"
Ectoderm ventral posterior,Neurectoderm posterior,"['acvr1ba', 'add3b', 'anp32e', 'aplnra', 'arl4aa', 'atp2b1a', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'crabp2b', 'creb3l1', 'cxcr4a', 'ddx4', 'drll.2', 'drll.3', 'dynll1', 'elf1', 'epcam', 'eppk1', 'erf', 'ets2', 'etv4', 'etv5b', 'f11r.1', 'fgf8a', 'flrt3', 'fn1b', 'foxc1a', 'foxc1b', 'foxd5', 'foxh1', 'foxn2b', 'gata5', 'gata6', 'grhl1', 'helb', 'id3', 'ism1', 'itgb5', 'itm2cb', 'jcada', 'kirrel3l', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lhfpl6', 'lhx1a', 'mespab', 'mixl1', 'mns1', 'msx1b', 'mych', 'mycla', 'notch1a', 'nrarpa', 'ntd5', 'oclna', 'osr1', 'pcdh10b', 'pcdh8', 'prdm1a', 'rab11fip4a', 'rasgef1ba', 'rasl11b', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'sdc4', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skilb', 'sox13', 'sox3', 'sox32', 'stox1', 'tagln2', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tram1', 'tuba8l2', 'uhrf1', 'unc5b', 'vent', 'vgll4l', 'vrtn', 'xbp1', 'ypel3', 'znf185']"
Ectoderm ventral posterior,Non-neural ectoderm,"['acvr1ba', 'add3b', 'anp32e', 'aplnra', 'arl4ab', 'arl4d', 'atp2b1a', 'axin2', 'bach1b', 'bmp4', 'btg2', 'cdc14b', 'cdh2', 'clic4', 'creb3l1', 'cst3', 'cxcr4a', 'ddx4', 'dkk1b', 'drll.2', 'drll.3', 'dynll1', 'ednraa', 'efemp2b', 'efnb2a', 'efnb2b', 'ephb3a', 'eppk1', 'ets2', 'etv5b', 'f11r.1', 'fn1b', 'fnbp1l', 'foxa2', 'foxa3', 'foxc1b', 'fscn1a', 'grhl1', 'helb', 'itm2cb', 'jcada', 'krt99', 'lamb1a', 'lamp2', 'lef1', 'lft1', 'lft2', 'lhfpl6', 'lhx1a', 'meox1', 'mixl1', 'mns1', 'msx1b', 'mych', 'nasp', 'ndr2', 'notch1a', 'ntd5', 'oclna', 'osr1', 'pcdh8', 'pknox1.1', 'rab11fip4a', 'rcc1', 'rfx2', 'rhov', 'rnd1b', 'rrbp1b', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'skilb', 'snai1a', 'sox13', 'sox17', 'sox2', 'sox5', 'szl', 'tcf3b', 'tdgf1', 'tgif1', 'tuba8l2', 'uhrf1', 'uncx4.1', 'ved', 'vent', 'vrtn', 'ypel3', 'zc4h2', 'zeb1b', 'zic2b', 'zic3', 'znfl2a', 'zswim5']"
Ectoderm ventral posterior,Notochord early,"['add3b', 'ahi1', 'aldob', 'anp32e', 'arl4d', 'atp2b1a', 'bach1b', 'bmp2b', 'cdc14b', 'cdh1', 'cxcr4a', 'dbx1a', 'dnmt3bb.2', 'drll.2', 'drll.3', 'dynll1', 'efna1a', 'elf1', 'epcam', 'erf', 'esrra', 'etv4', 'etv5b', 'f11r.1', 'fn1b', 'fnbp1l', 'foxb1b', 'foxc1b', 'foxd5', 'foxn2b', 'foxp1b', 'grhl2b', 'helb', 'her1', 'her5', 'her7', 'her8a', 'id3', 'irx1b', 'irx7', 'itgb5', 'itm2cb', 'kazald2', 'klf3', 'krt8', 'krt99', 'lamb1a', 'lamp2', 'lbx2', 'lef1', 'lhx5', 'map2k6', 'meox1', 'mespab', 'mycla', 'nasp', 'nsd2', 'oclna', 'otx2b', 'perp', 'plekhg5b', 'rab11fip4a', 'rasgef1ba', 'rbbp4', 'rcc1', 'rhov', 'rnd1b', 'rreb1a', 'si:dkey-261m9.12', 'skia', 'sox11b', 'sox17', 'sox5', 'sp5l', 'stox1', 'tbx16', 'tead1a', 'tgif1', 'tlcd5a', 'tp63', 'tuba1a', 'uhrf1', 'vgll4l', 'vrtn', 'zc4h2', 'zeb2b', 'zic2b', 'znf185']"
Ectoderm ventral posterior,Tailbud,"['ackr3b', 'add3b', 'admp', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'apoc1', 'arl4aa', 'arl4ab', 'atf6', 'atp2b1a', 'baz1b', 'bmp2b', 'bmp4', 'btg2', 'c1qbp', 'cdc14b', 'cdh1', 'cdkn1ca', 'chrd', 'crabp2b', 'creb3l1', 'creb3l2', 'cst3', 'cxcr4a', 'dbx1a', 'dkk1b', 'dnmt3bb.2', 'dynll1', 'efna1a', 'efnb2a', 'elf1', 'epcam', 'eppk1', 'erf', 'etv5b', 'fezf2', 'fnbp1l', 'foxa2', 'foxb1a', 'foxc1b', 'foxd3', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fzd8a', 'gata6', 'gbx1', 'gli2a', 'gsc', 'her5', 'her6', 'id3', 'irx1b', 'irx7', 'kazald2', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamp2', 'lft2', 'lhx5', 'lima1a', 'lmo4a', 'map2k6', 'meis1b', 'meox1', 'mns1', 'msx1b', 'msx3', 'mycla', 'mycn', 'myf5', 'nasp', 'notch1a', 'nsd2', 'ntd5', 'oclna', 'olig4', 'otx1', 'otx2a', 'otx2b', 'pcdh10b', 'perp', 'plekhg5b', 'ppan', 'prdm1a', 'rasl11b', 'rbbp4', 'rcc1', 'rhov', 'rnd1b', 'rrbp1b', 'sdc4', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4b', 'six7', 'skia', 'smtnl', 'sox11b', 'sox13', 'sox17', 'sox2', 'sox3', 'sox32', 'sp5l', 'stox1', 'szl', 'tagln2', 'tbx1', 'tcf7l1b', 'tdgf1', 'tead1a', 'tgif1', 'tp63', 'tram1', 'tuba1a', 'twist2', 'uhrf1', 'unc5b', 'uncx4.1', 'vgll4l', 'zc4h2', 'zeb2b', 'zic2a', 'zic2b']"
Ectoderm ventral posterior,Tailbud NMP,"['acvr1ba', 'add3b', 'admp', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'aplnra', 'arl4aa', 'arl4ab', 'atf6', 'atp2b1a', 'bambia', 'bmp2b', 'bmp4', 'bmp7a', 'btg2', 'c1qbp', 'cdh1', 'cdkn1ca', 'chrd', 'crabp2b', 'cst3', 'cxcr4a', 'dbx1a', 'ddx4', 'dkk1b', 'dnmt3bb.2', 'drll.3', 'dynll1', 'efemp2b', 'efna1a', 'efnb2a', 'elf1', 'epcam', 'epha2a', 'eppk1', 'erf', 'ets2', 'etv5b', 'eve1', 'f11r.1', 'foxa', 'foxa2', 'foxc1b', 'foxh1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'fzd7a', 'fzd8a', 'gata5', 'gata6', 'gbx1', 'gli2a', 'grhl1', 'grhl2b', 'her5', 'her6', 'her8a', 'id3', 'irx1b', 'irx7', 'ism1', 'kazald2', 'klf3', 'klf8', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamp2', 'lbx2', 'lft2', 'lhx1a', 'lhx5', 'lima1a', 'map2k6', 'meis3', 'mixl1', 'mns1', 'msx1b', 'mych', 'mycla', 'myclb', 'myf5', 'nasp', 'notch1a', 'nsd2', 'ntd5', 'oclna', 'otx1', 'otx2a', 'otx2b', 'pcdh10b', 'pknox1.1', 'plekhg5b', 'prdm1a', 'rasgef1ba', 'rasl11b', 'rbbp4', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skia', 'skilb', 'smtnl', 'sox11b', 'sox13', 'sox17', 'sox19a', 'sox2', 'sox3', 'sox32', 'stox1', 'szl', 'tagln2', 'tcf7l1a', 'tcf7l1b', 'tdgf1', 'tead1a', 'tfap2a', 'tgif1', 'tp63', 'tram1', 'tuba1a', 'tuba8l2', 'uhrf1', 'unc5b', 'ved', 'vent', 'vgll4l', 'vrtn', 'xbp1', 'ypel3', 'zic2a', 'zic2b', 'zic3', 'znf185', 'znfl2a']"
Ectoderm ventral posterior,Tailbud mesoderm,"['add3b', 'ahi1', 'alcamb', 'aldob', 'anp32e', 'arl4aa', 'atf6', 'atp2b1a', 'axin2', 'baz1b', 'bmp2b', 'c1qbp', 'cdh1', 'cdh6', 'cdx1a', 'cdx4', 'cst3', 'cxcr4a', 'dnmt3bb.2', 'dynll1', 'efna1a', 'elf1', 'epcam', 'eppk1', 'erf', 'etv4', 'etv5b', 'fezf2', 'fnbp1l', 'foxb1b', 'foxc1b', 'foxd5', 'foxp1b', 'foxp2', 'fzd7a', 'fzd8a', 'gli2a', 'grhl1', 'grhl2b', 'gsc', 'her5', 'her8a', 'irx1b', 'irx7', 'kazald2', 'klf8', 'krt18a.1', 'krt99', 'lamb1a', 'lhx5', 'lmo4a', 'map2k6', 'meox1', 'mns1', 'mych', 'mycla', 'mycn', 'nasp', 'nog1', 'nrarpa', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'plekhg5b', 'ppan', 'prdm1a', 'rab11fip4a', 'raraa', 'rbbp4', 'rcc1', 'ripply1', 'rrbp1b', 'rreb1a', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six7', 'skia', 'smtnl', 'sox11a', 'sox11b', 'sox13', 'stox1', 'tbx1', 'tcf7', 'tcf7l1a', 'tcf7l1b', 'tead1a', 'tgif1', 'tp63', 'tram1', 'tuba1a', 'uhrf1', 'unc5b', 'vent', 'ypel3', 'zc4h2', 'zeb2b']"
Ectoderm ventral posterior,tailbud PSM,"['add3b', 'ahi1', 'aldob', 'anp32e', 'arl4ab', 'atf6', 'atp2b1a', 'axin2', 'bach1b', 'bambia', 'baz1b', 'bmp2b', 'bmp7a', 'btg2', 'c1qbp', 'cdc14b', 'cdkn1ca', 'creb3l2', 'cst3', 'cxcr4a', 'dbx1a', 'ddx4', 'dnmt3bb.2', 'dynll1', 'ednraa', 'elf1', 'epcam', 'epha2a', 'eppk1', 'etv4', 'etv5b', 'eve1', 'f11r.1', 'fezf2', 'fnbp1l', 'foxa2', 'foxa3', 'foxb1a', 'foxn2b', 'foxp1b', 'foxp2', 'fzd8a', 'grhl2b', 'gsc', 'her5', 'id3', 'irx1b', 'irx7', 'kazald2', 'krt18a.1', 'krt4', 'krt8', 'krt99', 'lamb1a', 'lamp2', 'lft2', 'lhx5', 'lima1a', 'map2k6', 'mns1', 'mych', 'mycla', 'mycn', 'nasp', 'nrarpa', 'nsd2', 'oclna', 'otx1', 'otx2a', 'otx2b', 'perp', 'plekhg5b', 'ppan', 'rab11fip4a', 'raraa', 'rasl11b', 'rbbp4', 'rcc1', 'rfx2', 'rnd1b', 'rrbp1b', 'sdc4', 'si:ch211-106e7.2', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six7', 'skia', 'sox11b', 'sox17', 'stox1', 'tagln2', 'tbxtb', 'tdgf1', 'tead1a', 'tgif1', 'tp63', 'tram1', 'uhrf1', 'ved', 'wnt11f2', 'xbp1', 'ypel3', 'zc4h2', 'zeb1a', 'zeb2b', 'zic3', 'znfl2a']"
Floor plate,EVL,"['arl4ab', 'atp2b1a', 'axin2', 'bmp4', 'bmp7a', 'btg2', 'cdh6', 'clic4', 'crabp2b', 'cst3', 'cxcr4a', 'efemp2b', 'efnb2a', 'erf', 'esrra', 'eve1', 'fbln2', 'flrt3', 'foxc1a', 'foxd5', 'foxh1', 'foxn2b', 'foxp1b', 'fzd7a', 'gbx1', 'gsc', 'helb', 'her7', 'her9', 'irx1b', 'irx7', 'jcada', 'klf8', 'lamc1', 'lef1', 'lhfpl6', 'meis3', 'msgn1', 'nog1', 'nrarpa', 'otx1', 'otx2a', 'pcdh8', 'pknox1.1', 'plekhg5b', 'ppan', 'rab11fip4a', 'rasl11b', 'shha', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'six7', 'skilb', 'snai1a', 'sox3', 'tbx6', 'tdgf1', 'tead1a', 'tp63', 'tph1b', 'tram1', 'tshz3b', 'vrtn', 'wnt8a', 'xbp1', 'zic2a', 'znfl2a', 'zswim5']"
Floor plate,Ectoderm dorsal anterior,"['ahi1', 'atf6', 'bach1b', 'bmp4', 'btg2', 'cdc14b', 'cdx1a', 'clic4', 'creb3l2', 'cxcr4a', 'efnb2b', 'ephb3a', 'esrra', 'fbln2', 'fgf8a', 'flrt3', 'fn1b', 'foxc1a', 'foxd5', 'foxp1b', 'foxp2', 'fscn1a', 'gsc', 'helb', 'jcada', 'lamb1a', 'lhfpl6', 'mns1', 'nog1', 'notch1a', 'nrarpa', 'plekhg5b', 'prickle1b', 'rab11fip4a', 'rbbp4', 'rfx2', 'rreb1a', 'shha', 'si:ch211-155e24.3', 'six3b', 'skilb', 'smtnl', 'sox3', 'stox1', 'tbx6', 'tcf3b', 'tead1a', 'tshz3b', 'tuba1a', 'unc5b', 'wnt11f2', 'wnt8a', 'xbp1', 'zc4h2', 'zeb1a', 'zswim5']"
Floor plate,Ectoderm dorsal posterior,"['acvr1ba', 'ahi1', 'alcamb', 'atf6', 'bach1b', 'bmp7a', 'btg2', 'cdc14b', 'cdh6', 'clic4', 'creb3l2', 'dlx3b', 'dnmt3bb.2', 'efnb2a', 'ephb3a', 'esrra', 'fbln2', 'fgf8a', 'flrt3', 'foxa', 'foxc1a', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gli1', 'gsc', 'jcada', 'klf8', 'lamb1a', 'lhfpl6', 'mns1', 'nog1', 'notch1a', 'otx1', 'perp', 'plekhg5b', 'ppan', 'prdm1a', 'prickle1b', 'rab11fip4a', 'rbbp4', 'rfx2', 'rreb1a', 'sall3b', 'shha', 'si:ch211-155e24.3', 'six3b', 'six7', 'smtnl', 'stox1', 'tcf3b', 'tdgf1', 'tead1a', 'tp63', 'tph1b', 'tshz3b', 'uncx4.1', 'vgll4l', 'wnt11f2', 'zc4h2', 'zeb1b', 'zswim5']"
Floor plate,Neurectoderm posterior,"['ahi1', 'arl4ab', 'atf6', 'bach1b', 'bmp4', 'bmp7a', 'btg2', 'cdc14b', 'cdh1', 'cdh6', 'cdkn1ca', 'clic4', 'creb3l2', 'cxcr4a', 'drll.3', 'ephb3a', 'eppk1', 'fbln2', 'fgf8a', 'flrt3', 'fn1b', 'foxc1a', 'foxi1', 'foxn2b', 'foxp1b', 'foxp2', 'fscn1a', 'gsc', 'jcada', 'klf8', 'lamb1a', 'lhfpl6', 'mns1', 'mycla', 'nasp', 'nog1', 'notch1a', 'plekhg5b', 'prdm1a', 'prickle1b', 'rbbp4', 'rfx2', 'rreb1a', 'shha', 'si:ch211-155e24.3', 'six3b', 'skilb', 'snai1a', 'sox11b', 'stox1', 'tbx6', 'tbxta', 'tcf3b', 'tcf7l1a', 'tead1a', 'vgll4l', 'wnt11f2', 'zc4h2', 'zswim5']"
Mesoderm caudal,Definitive endoderm early,"['add3b', 'alcamb', 'aplnra', 'arl4aa', 'arl4ab', 'axin2', 'c1qbp', 'cdc14b', 'cdkn1ca', 'clic4', 'crabp2b', 'dbx1a', 'drll.2', 'drll.3', 'efemp2b', 'erf', 'foxb1b', 'foxc1b', 'foxh1', 'foxn2b', 'foxp2', 'gli1', 'grhl1', 'helb', 'itm2cb', 'jcada', 'kirrel3l', 'lbx2', 'meis1b', 'meox1', 'mixl1', 'msx1b', 'msx3', 'mych', 'mycn', 'nasp', 'ndr2', 'notch1a', 'noto', 'ntd5', 'oclna', 'osr1', 'pcdh10b', 'pknox1.1', 'ppan', 'prickle1b', 'rbbp4', 'rcc1', 'rhov', 'rreb1a', 'shha', 'si:ch211-106e7.2', 'skilb', 'snai1a', 'sox19a', 'sox2', 'tbx16', 'tbx6', 'tcf7', 'tfap2a', 'tlcd5a', 'tuba1a', 'tuba8l2', 'uhrf1', 'ved', 'vrtn', 'wnt11f2', 'zc4h2', 'zeb2b', 'zic3', 'znfl2a', 'zswim5']"
Mesoderm caudal,Definitive endoderm late,"['add3b', 'admp', 'alcamb', 'anp32e', 'aplnra', 'arl4aa', 'atp2b1a', 'axin2', 'bambia', 'bmp4', 'c1qbp', 'chrd', 'clic4', 'crabp2b', 'dbx1a', 'dkk1b', 'drll.2', 'drll.3', 'dynll1', 'efemp2b', 'efnb2a', 'epcam', 'f11r.1', 'foxb1b', 'foxn2b', 'foxp2', 'gli1', 'helb', 'ism1', 'jcada', 'kirrel3l', 'klf2a', 'krt4', 'lamp2', 'lbx2', 'meis1b', 'mixl1', 'msx1b', 'mych', 'mycn', 'nasp', 'ndr2', 'notch1a', 'ntd5', 'oclna', 'olig4', 'osr1', 'pcdh10b', 'pknox1.1', 'rcc1', 'rhov', 'ripply1', 'rreb1a', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'snai1a', 'sox11a', 'sox2', 'sox3', 'sp8b', 'tbx6', 'tcf7', 'tdgf1', 'tfap2a', 'tgif1', 'tlcd5a', 'tuba8l2', 'uhrf1', 'ved', 'vrtn', 'ypel3', 'zc4h2', 'zeb2b', 'znfl2a', 'zswim5']"
Mesoderm caudal,EVL,"['acvr1ba', 'axin2', 'bambia', 'btg2', 'crabp2b', 'cst3', 'cxcr4a', 'dbx1a', 'ddx4', 'ednraa', 'efna1a', 'efnb2a', 'fbln2', 'fezf2', 'foxa', 'foxa2', 'foxb1a', 'foxb1b', 'foxn2b', 'fscn1a', 'fzd7a', 'gbx1', 'gli2a', 'gsc', 'helb', 'her5', 'her9', 'id3', 'irx1b', 'itgb5', 'lamp2', 'lbx2', 'lft2', 'lhfpl6', 'meis3', 'mixl1', 'msx1b', 'msx3', 'mycn', 'ndr2', 'nog1', 'nsd2', 'ntd5', 'ppan', 'prdm1a', 'rab11fip4a', 'rfx2', 'rhov', 'ripply1', 'rnd1b', 'rrbp1b', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'six3b', 'six4b', 'skilb', 'sox11a', 'sox17', 'sox2', 'sox5', 'sp8b', 'tcf7l1b', 'tead1a', 'tph1b', 'tram1', 'tshz3b', 'twist2', 'ved', 'ypel3', 'zeb2b', 'zic2a', 'zic2b', 'zic3', 'zswim5']"
Mesoderm caudal,Ectoderm ventral posterior,"['acvr1ba', 'admp', 'arl4aa', 'cdh2', 'clic4', 'creb3l1', 'cst3', 'dact2', 'ddx4', 'drll.3', 'ednraa', 'efemp2b', 'efna1a', 'esrra', 'ets2', 'fbln2', 'fgf8a', 'foxa', 'foxa2', 'fscn1a', 'fzd7a', 'gli1', 'gsc', 'helb', 'her6', 'her7', 'irx7', 'itgb5', 'krt99', 'lamc1', 'lhfpl6', 'meis3', 'mixl1', 'mych', 'ndr2', 'nog1', 'notch1a', 'ntd5', 'osr1', 'pknox1.1', 'prickle1b', 'rhov', 'ripply1', 'rnd1b', 'rreb1a', 'sall3b', 'sdc4', 'shha', 'six3b', 'skilb', 'tbx6', 'tbxta', 'tbxtb', 'tcf3b', 'tcf7', 'tlcd5a', 'tph1b', 'twist2', 'vent', 'vrtn', 'wnt11f2', 'wnt8a', 'xbp1', 'ypel3', 'zeb1b', 'zic2a']"
Mesoderm caudal,Mesoderm ventral,"['ackr3b', 'acvr1ba', 'add3b', 'admp', 'alcamb', 'aldob', 'anp32e', 'atp2b1a', 'axin2', 'bambia', 'baz1b', 'bmp2b', 'bmp4', 'bmp7a', 'c1qbp', 'cdh2', 'cdkn1ca', 'clic4', 'cxcr4a', 'dnmt3bb.2', 'dynll1', 'efemp2b', 'epcam', 'ets2', 'etv5b', 'f11r.1', 'flrt3', 'fn1b', 'foxc1b', 'foxn2b', 'foxp2', 'gbx1', 'helb', 'itm2cb', 'jcada', 'klf2b', 'krt8', 'lamp2', 'lef1', 'lmo4a', 'mespab', 'mns1', 'msgn1', 'msx1b', 'mych', 'mycn', 'nasp', 'ndr2', 'notch1a', 'noto', 'nsd2', 'oclna', 'pcdh8', 'plekhg5b', 'ppan', 'rab11fip4a', 'rbbp4', 'rcc1', 'rfx2', 'rhov', 'rreb1a', 'shha', 'si:ch211-155e24.3', 'si:dkey-261m9.12', 'skilb', 'snai1a', 'sox11a', 'sox13', 'sox19a', 'sox2', 'sox3', 'sp5l', 'sp8b', 'stox1', 'szl', 'tagln2', 'tbx16', 'tcf3b', 'tcf7', 'tfap2a', 'tgif1', 'tlcd5a', 'tp63', 'twist2', 'uhrf1', 'ved', 'vrtn', 'wnt11f2', 'zc4h2', 'zeb1b', 'znfl2a']"
Mesoderm caudal,Neurectoderm posterior,"['acvr1ba', 'arl4aa', 'cdc14b', 'cdh2', 'cdkn1ca', 'clic4', 'creb3l1', 'cst3', 'ddx4', 'dkk1b', 'drll.3', 'efna1a', 'efnb2a', 'efnb2b', 'epcam', 'erf', 'ets2', 'f11r.1', 'fbln2', 'foxa', 'foxa2', 'fscn1a', 'gata2a', 'id3', 'itgb5', 'krt4', 'krt99', 'lamb1a', 'lamc1', 'lamp2', 'lbx2', 'lhfpl6', 'lhx1a', 'lima1a', 'mych', 'ndr2', 'notch1a', 'nrarpa', 'ntd5', 'oclna', 'osr1', 'plekhg5b', 'rasl11b', 'rcc1', 'rhov', 'ripply1', 'rnd1b', 'sdc4', 'shha', 'si:ch211-106e7.2', 'si:dkey-261m9.12', 'skilb', 'stox1', 'tbx6', 'tcf3b', 'tead1a', 'tlcd5a', 'vrtn', 'xbp1', 'ypel3', 'zswim5']"
